1747 569 4312
1791 563 4427
1786 520 4425
1779 498 4412
1773 476 4403
1756 451 4365
1764 413 4393
1784 336 4457
1769 232 4436
1780 193 4466
1800 133 4521
602 17 1514
521 8 1310
519 2 1307
515 -2 1295
516 -8 1298
507 -14 1274
504 -20 1267
511 -26 1286
511 -32 1285
510 -37 1281
509 -43 1279
507 -49 1273
500 -54 1255
494 -59 1239
494 -64 1238
495 -70 1242
497 -76 1245
498 -82 1247
499 -88 1249
499 -94 1247
501 -100 1252
503 -106 1255
503 -112 1255
503 -117 1253
505 -124 1258
506 -130 1257
507 -136 1260
507 -142 1258
508 -148 1258
515 -156 1276
516 -162 1276
515 -167 1272
521 -175 1284
523 -182 1287
520 -187 1278
522 -194 1282
528 -202 1293
524 -206 1282
537 -218 1312
540 -225 1317
543 -233 1322
559 -246 1359
1566 -725 3789
1709 -830 4116
1732 -861 4165
1791 548 4501
1803 531 4537
1769 501 4457
1751 475 4416
1744 453 4403
1738 432 4392
1756 416 4441
1767 398 4474
1770 378 4485
1784 361 4524
1770 337 4493
1771 317 4498
1755 294 4461
1760 274 4475
1756 253 4469
1757 233 4473
1762 213 4488
1753 192 4466
1763 173 4493
1761 152 4492
1754 131 4474
1764 112 4502
1773 71 4526
511 -2 1306
510 -8 1302
522 -15 1334
507 -20 1295
506 -26 1293
504 -32 1287
503 -37 1285
502 -43 1280
504 -49 1286
503 -55 1282
495 -60 1260
491 -65 1250
489 -70 1245
494 -77 1256
493 -82 1252
493 -88 1254
496 -94 1259
498 -100 1263
497 -106 1261
498 -112 1262
498 -118 1259
499 -124 1262
500 -130 1263
500 -136 1263
500 -141 1260
501 -147 1261
508 -155 1278
510 -162 1280
512 -168 1283
515 -175 1289
515 -181 1287
515 -187 1286
519 -195 1294
520 -201 1293
528 -210 1313
530 -217 1315
523 -220 1295
550 -238 1359
541 -241 1336
579 -264 1427
1680 -845 4103
1671 -859 4071
1723 -906 4189
1709 -919 4147
1801 -989 4359
1719 -964 4149
1736 -993 4181
1758 544 4487
1748 521 4467
1755 502 4490
1744 479 4468
1736 457 4452
1727 434 4433
1745 418 4484
1733 395 4455
1764 381 4539
1753 358 4515
1744 336 4496
1743 316 4497
1738 294 4485
1752 276 4524
1729 252 4469
1735 233 4486
1738 193 4497
1749 173 4529
1716 150 4443
1746 132 4524
1767 113 4579
1765 92 4575
1765 72 4576
502 -14 1301
501 -20 1300
500 -26 1297
497 -31 1288
502 -38 1302
499 -43 1293
499 -49 1292
501 -55 1296
495 -60 1281
487 -65 1261
490 -71 1266
488 -77 1261
488 -82 1261
490 -88 1265
488 -94 1258
491 -100 1266
491 -106 1264
492 -112 1265
491 -117 1262
494 -124 1270
494 -130 1268
495 -136 1269
