212	-41	788
158	-43	714
162	186	790
137	-53	703
152	-65	776
154	-76	783
156	-90	791
130	180	777
130	184	795
100	-106	778
86	171	749
86	183	772
82	173	743
82	179	768
74	178	752
61	174	750
54	176	746
44	178	739
46	183	775
42	180	749
42	176	749
38	178	740
37	189	786
36	175	759
22	163	709
19	168	729
20	-139	786
17	182	775
16	169	733
11	178	772
8	186	776
8	188	800
4	174	743
1	184	755
1	188	787
-17	178	787
-33	176	761
-72	163	701
-82	188	761
-84	170	730
-111	168	714
-126	182	771
-132	191	758
-134	184	775
-133	179	752
-131	172	722
-136	174	730
-151	177	738
-162	192	769
-149	174	710
-155	177	737
-159	178	741
-168	188	764
-172	185	732
-177	187	754
-185	192	792
-178	185	727
