891 592 2079
812 546 1916
860 585 2053
786 541 1900
842 587 2059
760 536 1881
821 586 2057
782 565 1985
819 600 2106
790 586 2059
754 567 1991
772 588 2066
772 596 2094
779 609 2140
778 618 2168
735 592 2078
729 595 2089
740 613 2152
707 594 2087
698 595 2090
701 607 2131
695 611 2147
672 600 2107
665 603 2118
676 624 2190
622 583 2047
643 613 2153
636 616 2164
588 580 2037
621 623 2187
608 621 2181
578 601 2109
581 615 2159
548 591 2075
560 617 2165
538 604 2119
526 602 2113
519 606 2129
507 604 2122
499 608 2133
484 602 2113
483 615 2159
485 631 2214
455 606 2128
457 623 2187
461 644 2260
425 609 2139
419 616 2162
401 605 2124
392 607 2131
390 621 2181
373 612 2147
364 615 2158
354 615 2160
347 622 2184
331 613 2154
312 598 2098
311 617 2166
304 625 2193
286 610 2141
290 641 2250
278 638 2242
258 619 2172
253 633 2222
242 635 2228
225 618 2168
216 622 2185
203 616 2164
194 623 2187
187 637 2237
173 624 2191
165 637 2237
153 635 2231
143 637 2236
132 639 2245
125 660 2317
108 630 2213
98 637 2238
86 633 2222
77 645 2266
65 647 2270
55 654 2297
43 657 2307
31 647 2271
20 655 2298
9 644 2262
-2 650 2281
-13 657 2307
-25 651 2285
-36 657 2307
-48 654 2297
-57 635 2230
-73 672 2359
-80 640 2247
-92 645 2265
-107 663 2327
-118 663 2326
-129 657 2306
-141 662 2325
-146 634 2226
-159 638 2239
-172 647 2270
-181 639 2242
-198 656 2304
-208 654 2294
-218 648 2275
-233 658 2310
-245 660 2317
-263 677 2377
-273 671 2355
-280 660 2317
-295 667 2342
-288 627 2200
-318 667 2340
-327 662 2326
-333 651 2285
-336 635 2231
-359 656 2303
-367 649 2280
-400 688 2415
-396 661 2320
-407 659 2314
-460 724 2541
-431 660 2318
-435 649 2278
-462 672 2359
-466 661 2322
-459 636 2232
-481 650 2282
-520 687 2411
-518 669 2348
-542 683 2398
-541 667 2343
-577 697 2446
-609 721 2530
-574 665 2336
-603 684 2403
-574 639 2245
-659 720 2528
-660 707 2481
-610 642 2253
-659 681 2390
-631 640 2248
-536 534 1875
-630 617 2165
-503 484 1699
-634 601 2108
-649 605 2123
-725 665 2334
-747 674 2365
-714 634 2225
-785 687 2410
-692 596 2092
-784 665 2335
-766 640 2247
-697 574 2015
-756 614 2156
-709 567 1992
-873 689 2420
-776 604 2121
-804 618 2169
-899 681 2392
-935 699 2455
-775 572 2008
-852 621 2180
-881 634 2226
-834 593 2081
-857 601 2111
-924 641 2249
-806 552 1938
-957 648 2275
-844 564 1981
-838 554 1945
-724 473 1662
-1003 648 2276
-877 560 1968
892 582 2081
884 583 2085
861 575 2055
845 571 2042
829 568 2028
827 573 2048
818 574 2052
813 577 2063
820 590 2109
791 577 2061
782 578 2065
782 586 2093
783 594 2122
773 595 2125
758 591 2112
736 582 2080
730 585 2092
720 586 2095
717 592 2115
698 585 2092
689 586 2095
684 591 2112
674 592 2114
664 592 2117
655 593 2120
645 594 2123
632 592 2116
623 593 2119
605 587 2096
596 587 2099
588 590 2109
588 601 2147
577 600 2145
567 601 2148
550 594 2124
540 595 2127
530 596 2129
523 600 2144
512 599 2142
504 603 2154
498 609 2177
488 610 2179
474 606 2164
460 602 2153
456 610 2181
445 611 2183
434 612 2185
420 606 2165
412 610 2180
401 611 2182
390 611 2184
380 612 2188
370 613 2190
358 611 2185
345 609 2175
333 606 2166
321 604 2158
316 614 2195
