-370 861 831
-385 897 728
-378 879 754
-374 870 696
-373 869 648
-373 868 399
-375 872 575
-379 883 659
-380 885 568
-378 881 645
257 193 679
235 179 630
207 160 563
264 206 725
178 141 497
242 195 685
265 217 762
195 161 568
215 181 636
96 82 288
123 106 374
171 150 527
171 153 537
126 114 401
145 134 470
211 197 694
187 178 626
166 161 566
141 139 491
173 174 611
125 127 448
123 128 449
155 165 579
114 123 433
132 145 510
147 165 581
121 138 486
99 116 408
122 146 513
69 84 295
87 109 383
119 151 532
93 122 428
108 144 507
111 152 533
105 147 516
82 118 416
87 129 452
96 145 509
77 120 422
85 135 475
67 110 387
75 126 445
73 128 450
60 108 379
51 95 335
52 100 353
63 126 442
73 149 525
58 123 434
14 31 110
40 93 327
25 62 217
41 104 368
44 115 404
51 142 498
37 109 382
31 94 332
31 101 356
41 142 499
37 134 472
29 114 400
36 149 525
27 124 436
23 115 406
31 163 575
23 135 477
21 141 495
19 140 491
17 147 518
13 132 464
14 166 584
7 113 397
6 132 464
4 155 544
1 119 419
0 166 584
-3 155 544
-6 165 579
-8 142 500
-11 161 566
-14 161 565
-15 143 505
-21 170 597
-20 141 495
-26 165 579
-28 161 565
-31 161 565
-33 157 552
-37 161 565
-41 164 578
-48 181 636
-49 172 605
-53 177 623
-51 160 563
-63 188 662
-61 172 604
-62 167 586
-79 203 714
-76 187 657
-72 171 602
-80 181 638
-90 196 690
-86 180 632
-73 147 518
-94 184 645
-104 197 693
-97 178 626
-88 156 550
-100 172 604
-113 189 665
-113 183 642
-125 198 694
-119 182 641
-114 171 601
-125 182 640
-124 176 618
-126 174 612
-140 189 665
-147 194 681
-144 186 654
-147 185 650
-171 211 740
-151 182 640
-152 180 634
-162 188 660
-158 180 633
-161 180 632
-183 200 701
-184 197 692
-215 226 794
-184 190 668
-191 194 681
-211 211 741
-204 199 701
-183 176 618
-214 202 712
-196 183 642
-229 209 736
-196 177 623
-221 196 691
-205 179 630
-233 201 706
-248 210 739
-228 190 670
-318 262 921
-234 190 668
-252 202 710
-228 180 632
-274 213 749
-287 220 773
-224 169 596
-226 169 595
-229 169 594
-258 188 660
-254 183 643
-307 218 766
-260 182 640
-266 184 647
-313 214 754
-275 186 654
-295 197 694
-238 157 552
-326 213 749
-272 175 616
-285 182 640
297 194 694
294 194 695
291 195 696
285 193 689
265 181 648
225 156 557
223 156 559
227 161 577
257 185 661
254 185 662
245 181 647
229 171 614
214 162 581
205 158 564
203 158 565
212 168 600
227 182 653
218 178 636
193 159 569
184 154 552
173 147 527
179 155 554
179 157 563
169 150 538
156 141 505
174 160 574
169 158 566
149 142 507
146 142 507
151 149 534
149 149 534
123 126 450
121 126 450
134 143 510
128 138 495
123 136 486
110 124 444
108 124 444
106 124 445
118 141 506
116 141 506
113 142 507
107 137 489
108 142 508
106 142 508
103 142 509
90 126 452
83 120 430
93 137 492
90 138 493
88 138 493
82 133 476
76 126 450
73 124 446
60 106 380
57 105 376
54 102 366
57 111 398
59 119 425
53 111 398
41 89 318
35 80 288
39 91 328
47 116 417
46 119 427
44 119 427
45 129 462
38 114 409
35 112 400
35 117 418
36 128 459
34 130 464
33 137 490
32 141 505
29 141 505
27 141 505
24 142 509
22 142 509
19 142 509
