45	0	0
46	0	0
47	0	0
48	0	0
49	0	0
50	0	6141
51	0	0
52	0	0
53	0	0
54	0	0
55	0	0
56	0	0
57	0	0
58	0	0
59	0	0
60	0	0
61	0	838
62	0	0
63	0	0
64	0	0
65	0	0
66	0	0
67	0	0
68	0	0
69	0	0
70	0	0
71	0	0
72	0	0
73	0	0
74	0	0
75	0	0
76	0	454
77	0	0
78	0	0
79	0	754
80	0	0
81	0	0
82	0	754
83	0	856
84	0	802
85	0	878
86	0	0
87	0	0
88	0	0
89	0	0
90	0	0
91	0	0
92	0	718
93	0	660
94	0	488
95	0	739
96	0	689
97	0	745
98	0	725
99	0	733
100	0	706
101	0	0
102	0	0
45	1	0
46	1	0
47	1	0
48	1	0
49	1	0
50	1	0
51	1	0
52	1	0
53	1	0
54	1	0
55	1	0
56	1	0
57	1	0
58	1	0
59	1	0
60	1	0
61	1	0
62	1	0
63	1	0
64	1	0
65	1	0
66	1	0
67	1	0
68	1	0
69	1	0
70	1	714
71	1	0
72	1	0
73	1	0
74	1	797
75	1	0
76	1	0
77	1	0
78	1	0
79	1	927
80	1	746
81	1	788
82	1	853
83	1	851
84	1	861
85	1	886
86	1	620
87	1	0
88	1	0
89	1	0
90	1	0
91	1	0
92	1	0
93	1	0
94	1	798
95	1	798
96	1	785
97	1	0
98	1	0
99	1	803
100	1	771
101	1	0
102	1	0
45	2	0
46	2	0
47	2	0
48	2	0
49	2	0
50	2	0
51	2	0
52	2	0
53	2	0
54	2	0
55	2	0
56	2	0
57	2	0
58	2	0
59	2	0
60	2	0
61	2	0
62	2	0
63	2	0
64	2	0
65	2	0
66	2	0
67	2	0
68	2	0
69	2	0
70	2	858
71	2	911
72	2	875
73	2	753
74	2	0
75	2	0
76	2	0
77	2	838
78	2	831
79	2	898
80	2	910
81	2	913
82	2	902
83	2	894
84	2	904
85	2	883
86	2	884
87	2	867
88	2	887
89	2	907
90	2	0
91	2	0
92	2	0
93	2	673
94	2	882
95	2	868
96	2	917
97	2	896
98	2	907
99	2	887
100	2	782
101	2	851
102	2	0
45	3	763
46	3	0
47	3	0
48	3	0
49	3	0
50	3	0
51	3	0
52	3	0
53	3	0
54	3	0
55	3	0
56	3	0
57	3	0
58	3	0
59	3	0
60	3	0
61	3	0
62	3	0
63	3	0
64	3	0
65	3	0
66	3	0
67	3	251
68	3	524
69	3	767
70	3	869
71	3	907
72	3	869
73	3	870
74	3	671
75	3	807
76	3	830
77	3	835
78	3	851
79	3	919
80	3	912
81	3	911
82	3	912
83	3	910
84	3	914
85	3	935
86	3	896
87	3	899
88	3	894
89	3	899
90	3	924
91	3	920
92	3	912
93	3	912
94	3	908
95	3	916
96	3	915
97	3	910
98	3	910
99	3	905
100	3	920
101	3	901
102	3	892
44	4	0
45	4	914
46	4	0
47	4	0
48	4	0
49	4	0
50	4	0
51	4	0
52	4	0
53	4	0
54	4	0
55	4	0
56	4	0
57	4	0
58	4	0
59	4	0
60	4	0
61	4	0
62	4	0
63	4	928
64	4	874
65	4	899
66	4	939
67	4	806
68	4	884
69	4	914
70	4	919
71	4	938
72	4	937
73	4	906
74	4	913
75	4	900
76	4	920
77	4	892
78	4	919
79	4	914
80	4	914
81	4	905
82	4	908
83	4	906
84	4	903
85	4	904
86	4	902
87	4	898
88	4	913
89	4	903
90	4	926
91	4	928
92	4	918
93	4	900
94	4	903
95	4	905
96	4	902
97	4	899
98	4	902
99	4	907
100	4	908
101	4	914
102	4	910
45	5	0
46	5	0
47	5	0
48	5	0
49	5	0
50	5	0
51	5	6180
52	5	0
53	5	0
54	5	0
55	5	0
56	5	0
57	5	0
58	5	0
59	5	0
60	5	923
61	5	905
62	5	947
63	5	960
64	5	911
65	5	930
66	5	927
67	5	918
68	5	916
69	5	917
70	5	911
71	5	908
72	5	910
73	5	905
74	5	908
75	5	895
76	5	921
77	5	914
78	5	921
79	5	904
80	5	906
81	5	905
82	5	905
83	5	903
84	5	905
85	5	905
86	5	894
87	5	900
88	5	901
89	5	910
90	5	919
91	5	911
92	5	923
93	5	897
94	5	896
95	5	908
96	5	894
97	5	897
98	5	902
99	5	898
100	5	904
101	5	889
102	5	894
46	6	0
47	6	0
48	6	0
49	6	0
50	6	0
51	6	6216
52	6	0
53	6	0
54	6	0
55	6	0
56	6	0
57	6	881
58	6	915
59	6	899
60	6	940
61	6	944
62	6	913
63	6	930
64	6	925
65	6	919
66	6	915
67	6	916
68	6	918
69	6	911
70	6	909
71	6	902
72	6	906
73	6	911
74	6	920
75	6	916
76	6	914
77	6	909
78	6	914
79	6	907
80	6	909
81	6	900
82	6	905
83	6	906
84	6	907
85	6	898
86	6	903
87	6	897
88	6	914
89	6	907
90	6	889
91	6	899
92	6	913
93	6	902
94	6	897
95	6	899
96	6	898
97	6	898
98	6	896
99	6	891
100	6	891
101	6	888
47	7	0
48	7	0
49	7	0
50	7	0
51	7	6185
52	7	0
53	7	0
54	7	0
55	7	878
56	7	945
57	7	945
58	7	946
59	7	936
60	7	941
61	7	946
62	7	940
63	7	922
64	7	917
65	7	925
66	7	919
67	7	922
68	7	915
69	7	903
70	7	901
71	7	904
72	7	900
73	7	884
74	7	910
75	7	916
76	7	916
77	7	911
